"ULTIMA ATUALIZACAO";"08/04/2021 02:08"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2021";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"Cemig Distribuição S.A";"271294046";"01/02/2021";"";"132,82";"2155276"
"2021";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0112-62";"CLARO S.A";"2102904636571";"04/02/2021";"";"789,52";"2155275"
"2021";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"Greenwich Empreendimentos Ltda.";"";"05/02/2021";"";"2337,23";"2154895"
"2021";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"Greenwich Empreendimentos Ltda.";"";"05/02/2021";"";"6000";"2155245"
"2021";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"Prefeitura de Belo Horizonte";"";"01/02/2021";"";"443,19";"2154828"
"2021";"2";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE TECNOLOGIA LTDA";"015571";"01/02/2021";"";"1925";"2154894"
"2021";"2";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.845.401/0001-39";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2021/1";"11/01/2021";"";"414";"2154827"
"2021";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.176.561/0001-49";"COMERCIO DE COMBUSTÍVEIS ALEX LTDA";"22079";"05/02/2021";"";"200";"2155962"
"2021";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.185.760/0001-13";"POSTO PIRAJÁ LIMITADA";"000218003";"22/02/2021";"";"200";"2155963"
"2021";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.437.534/0001-30";"UNIDAS S.A.";"362761 00F";"10/01/2021";"";"291,5";"2154826"
"2021";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.437.534/0001-30";"UNIDAS S.A.";"366399 00F";"10/02/2021";"";"1457,5";"2155981"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"IINNYD";"08/01/2021";"Companhia Aérea: AZUL, Localizador: IINNYD. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 4550 - CNF - BSB - 23/02/2021;";"199,94";"2155968"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"EHRVQT";"04/02/2021";"Companhia Aérea: AZUL, Localizador: EHRVQT. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 4550 - CNF - BSB - 09/02/2021;";"517,64";"2155246"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"UD7T7F";"05/02/2021";"Companhia Aérea: AZUL, Localizador: UD7T7F. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 4713 - BSB - CNF - 10/02/2021;";"247,59";"2155258"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"WLZ8TP";"07/02/2021";"Companhia Aérea: GOL, Localizador: WLZ8TP. Passageiros: ANTONIO AUGUSTO JUNHO ANASTASIA (Matrícula 295878, PARLAMENTAR), Voo: 1830 - BSB - CNF - 10/02/2021;";"106,64";"2155375"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"AGLD9V";"08/02/2021";"Companhia Aérea: GOL, Localizador: AGLD9V. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1830 - BSB - CNF - 10/02/2021;";"48,04";"2155383"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"NI4YJT";"08/02/2021";"Companhia Aérea: AZUL, Localizador: NI4YJT. Passageiros: ANTONIO AUGUSTO JUNHO ANASTASIA (Matrícula 295878, PARLAMENTAR), Voo: 4550 - CNF - BSB - 23/02/2021;";"382,52";"2155966"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"ZISQFT";"08/02/2021";"Companhia Aérea: AZUL, Localizador: ZISQFT. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 4550 - CNF - BSB - 23/02/2021;";"417,52";"2155970"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"DN1G6B";"09/02/2021";"Companhia Aérea: AZUL, Localizador: DN1G6B. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 4713 - BSB - CNF - 25/02/2021;";"302,41";"2156021"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"OI9UWY";"18/02/2021";"Companhia Aérea: GOL, Localizador: OI9UWY. Passageiros: FLÁVIO HENRIQUE UNES PEREIRA (Matrícula 299082, COMISSIONADO), Voo: 1107 - BSB - CGH - 27/02/2021;";"776,24";"2156525"
"2021";"2";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"AG4DVJ";"22/02/2021";"Companhia Aérea: AZUL, Localizador: AG4DVJ. Passageiros: ANTONIO AUGUSTO JUNHO ANASTASIA (Matrícula 295878, PARLAMENTAR), Voo: 4551 - BSB - CNF - 26/02/2021;";"519,51";"2156064"
"2021";"3";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"Cemig Distribuição S.A";"279105074";"03/03/2021";"";"373,11";"2156791"
"2021";"3";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0112-62";"CLARO S.A";"2103904635204";"04/03/2021";"";"948,47";"2156790"
"2021";"3";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"Greenwich Empreendimentos Ltda.";"";"05/03/2021";"";"2121,33";"2156476"
"2021";"3";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.589.016/0001-35";"Greenwich Empreendimentos Ltda.";"";"09/03/2021";"";"6000";"2157028"
"2021";"3";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"Prefeitura de Belo Horizonte";"";"01/03/2021";"";"443,14";"2156399"
"2021";"3";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.003.939/0001-72";"COMPUMAKE LOCAÇÃO DE TECNOLOGIA LTDA";"015734";"03/03/2021";"";"1925";"2156475"
"2021";"3";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32.845.401/0001-39";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2021/8";"12/02/2021";"";"414";"2156396"
"2021";"3";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.437.534/0001-30";"UNIDAS S.A.";"366399 00F";"10/02/2021";"";"291,5";"2156394"
"2021";"3";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"TMJ4NJ";"10/02/2021";"Companhia Aérea: GOL, Localizador: TMJ4NJ. Passageiros: ANTONIO AUGUSTO JUNHO ANASTASIA (Matrícula 295878, PARLAMENTAR), Voo: 1120 - GRU - BSB - 02/03/2021; ANTONIO AUGUSTO JUNHO ANASTASIA (Matrícula 295878, PARLAMENTAR), Voo: 1107 - BSB - CGH - 02/03/2021;";"504,16";"2156552"
"2021";"3";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"SNVJ9D";"11/02/2021";"Companhia Aérea: GOL, Localizador: SNVJ9D. Passageiros: DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1120 - GRU - BSB - 02/03/2021; DANIEL DA CUNHA MESSIAS ROQUE (Matrícula 296603, COMISSIONADO), Voo: 1107 - BSB - CGH - 02/03/2021;";"845,83";"2156553"
"2021";"3";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"QNVW5B";"17/02/2021";"Companhia Aérea: AZUL, Localizador: QNVW5B. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 4713 - BSB - CNF - 04/03/2021;";"268,47";"2156524"
"2021";"3";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"IBWCIR";"17/02/2021";"Companhia Aérea: LATAM, Localizador: IBWCIR. Passageiros: FERNANDA QUINA QUEIROZ (Matrícula 296664, COMISSIONADO), Voo: 3327 - CNF - BSB - 01/03/2021;";"294,04";"2156516"
"2021";"3";"ANTONIO ANASTASIA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"Adria Viagens e Turismo Ltda.";"OI9UWI";"18/02/2021";"Companhia Aérea: GOL, Localizador: OI9UWI. Passageiros: FLÁVIO HENRIQUE UNES PEREIRA (Matrícula 299082, COMISSIONADO), Voo: 1120 - GRU - BSB - 02/03/2021;";"776,24";"2156523"
"2021";"1";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"14.995.581/0001-53";"ÁGUA CUIABÁ";"240486012021001";"28/01/2021";"";"34,67";"2157403"
"2021";"1";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"21.441.502/0001-28";"ART´OFICIAL COMUNICAÇÃO VISUAL";"15";"18/01/2021";"";"300";"2154187"
"2021";"1";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.467.321/0001-99";"ENERGISA";"044.219.713";"13/01/2021";"";"1178,19";"2154639"
"2021";"1";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.270.056/0001-33";"IDEALE NEGÓCIOS IMOBILIÁRIOS EIRELI";"";"27/01/2021";"";"3096,09";"2154638"
"2021";"1";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.270.056/0001-33";"IDEALE NEGÓCIOS IMOBILIÁRIOS EIRELI";"";"27/01/2021";"";"3096,09";"2155584"
"2021";"1";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"75.315.333/0028-29";"ATACADÃO S. A.";"000202038";"13/01/2021";"";"346,44";"2155996"
"2021";"1";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.342.935/0001-03";"CXW SERVIÇOS E NEGOCIOS DE TECNOLOGIA EIRELI - EPP";"9551";"11/01/2021";"";"2305";"2154189"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.692.418/0020-70";"AUTO POSTO CINCO ESTRELAS LTDA";"000056777";"28/01/2021";"";"232,56";"2155998"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.816.009/0002-56";"AUTO POSTO DRACENA";"000.151.406";"28/01/2021";"";"238,23";"2156000"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.001.879/0018-09";"COMERCIAL AMAZONIA DE PETROLEO LTDA";"000233806";"27/01/2021";"";"264,81";"2155999"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.001.879/0008-37";"COMERCIAL AMAZÔNIA 07 DE PETRÓLEO EIRELI";"000.009.164";"20/01/2021";"";"351,94";"2155995"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.501.715/0001-03";"LESTE COMERCIO DE PETROLEO E DERIVADOS LTDA";"000.033.495";"29/01/2021";"";"317,47";"2155994"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.488.012/0001-17";"POSTO MORADA SANTA ROSA";"000.242.306";"15/01/2021";"";"120";"2155997"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.226.325/0001-15";"SAL ALUGUEL DE CARROS LTDA";"000210";"13/01/2021";"";"2530";"2154190"
"2021";"1";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.226.325/0001-15";"SAL ALUGUEL DE CARROS LTDA";"000213";"09/02/2021";"";"4370";"2155344"
"2021";"1";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"YYBZMN";"02/01/2021";"Companhia Aérea: LATAM, Localizador: YYBZMN. Passageiros: WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3063 - CGB/BSB - 09/02/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3160 - CGH/CGB - 11/02/2021; WILSON GAMBOGI PINHEIRO TAQUES (Matrícula 367671, COMISSIONADO), Voo: 3131 - BSB/CGH - 11/02/2021;";"232,44";"2157325"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"14.995.581/0001-53";"ÁGUA CUIABÁ";"240486022021001";"26/02/2021";"";"34,67";"2157466"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.721.508/0001-47";"CHAVELANDIA CHAVES FECHADURAS E SISTEMAS DE SEGURANÇA";"6938";"12/02/2021";"";"160";"2155993"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.467.321/0001-99";"ENERGISA";"045.460.243";"11/02/2021";"";"1771,38";"2157401"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"27.899.860/0001-65";"FANALLI COMERCIO DE GÊNEROS ALIMENTÍCIOS EIRELI ME";"201";"05/02/2021";"";"140";"2155983"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"14.948.249/0001-38";"HELIO ANTONIO MARTINS LOPES";"85";"23/02/2021";"";"570";"2155984"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.270.056/0001-33";"IDEALE NEGÓCIOS IMOBILIÁRIOS EIRELI";"";"04/03/2021";"";"3096,09";"2156549"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"34.036.085/0001-80";"SANTOS CELL";"2";"19/02/2021";"";"1102,76";"2155985"
"2021";"2";"CARLOS FÁVARO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"26.094.971/0001-31";"SUMMER SERVIÇOS LTDA - ME";"545";"13/02/2021";"";"430";"2155605"
"2021";"2";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"21.441.502/0001-28";"ART´OFICIAL COMUNICAÇÃO VISUAL";"19";"05/02/2021";"";"300";"2155989"
"2021";"2";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"21.441.502/0001-28";"ART´OFICIAL COMUNICAÇÃO VISUAL";"23";"24/02/2021";"";"200";"2156008"
"2021";"2";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"75.315.333/0028-29";"ATACADÃO S. A.";"000259942";"16/02/2021";"";"913,12";"2155990"
"2021";"2";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"25.982.667/0001-68";"DISTRIBUIDORA O CUIABANO ÁGUAS E GÁS";"";"20/02/2021";"";"100";"2157384"
"2021";"2";"CARLOS FÁVARO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"08.216.108/0001-28";"ZF INFORMATICA E PAPELARIA LTDA - EPP";"43982";"18/02/2021";"";"239";"2155986"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.217.384/0002-01";"H PLUS ADMINISTRAÇÃO E HOTELARIA LTDA";"119087";"05/02/2021";"";"584,1";"2155138"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.366.518/0001-43";"IRFATUR TUR. E HOTELARIA S/A";"000109847";"03/02/2021";"";"313,5";"2154891"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.106.531/0001-63";"PETROLSTYLL COMERCIO DE PETROLEO LTDA";"000494229";"17/02/2021";"";"200";"2155991"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.223.550/0001-20";"POSTO MILLENIUM";"000.114.222";"20/02/2021";"";"379,96";"2157381"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.495.968/0001-64";"REDE DE POSTOS CONTI COMIGO";"001.202.634";"01/02/2021";"";"288,64";"2155992"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.226.325/0001-15";"SAL ALUGUEL DE CARROS LTDA";"000213";"09/02/2021";"";"2530";"2155343"
"2021";"2";"CARLOS FÁVARO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.226.325/0001-15";"SAL ALUGUEL DE CARROS LTDA";"001275";"01/03/2021";"";"4190";"2156459"
"2021";"2";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.317.212/0001-71";"ELITE TRAVEL ASSESSORIA DE VIAGEM LTDA";"BXLWMU";"01/02/2021";"Companhia Aérea: LATAM, Localizador: BXLWMU. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 3077 - CGB/BSB - 01/02/2021;";"1517,18";"2155232"
"2021";"2";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.317.212/0001-71";"ELITE TRAVEL ASSESSORIA DE VIAGEM LTDA";"RZRWJF";"02/02/2021";"Companhia Aérea: LATAM, Localizador: RZRWJF. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 3062 - BSB/CGB - 03/02/2021;";"860,28";"2155233"
"2021";"2";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.317.212/0001-71";"ELITE TRAVEL ASSESSORIA DE VIAGEM LTDA";"DRALNU";"03/02/2021";"Companhia Aérea: LATAM, Localizador: DRALNU. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 3024 - CGB/BSB - 09/02/2021;";"666,98";"2155341"
"2021";"2";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.317.212/0001-71";"ELITE TRAVEL ASSESSORIA DE VIAGEM LTDA";"LP17QD";"05/02/2021";"Companhia Aérea: GOL, Localizador: LP17QD. Passageiros: CARLOS HENRIQUE BAQUETA FÁVARO (Matrícula 367439, PARLAMENTAR), Voo: 1816 - BSB/CGB - 05/02/2021;";"843,65";"2155234"
"2021";"2";"CARLOS FÁVARO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.317.212/0001-71";"ELITE TRAVEL ASSESSORIA DE VIAGEM LTDA";"VCNHYM";"08/02/2021";"Companhia Aérea: LATAM, Localizador: VCNHYM. Passageiros: IRAJÁ REZENDE DE LACERDA (Matrícula 367518, COMISSIONADO), Voo: 3024 - CGB/BSB - 09/02/2021;";"731,15";"2155342"
